customer_id,customer_name,age,gender,city,state,region,customer_segment,registration_date
C08039,Singh International School,,Company,Noida,Uttar Pradesh,North India,Education,2022-05-11
C08040,Rahul Chopra,49.0,M,Thiruvananthapuram,Kerala,South India,Retail,2022-01-01
C08041,Sharma Consulting Pvt Ltd,,Company,New Delhi,Delhi,North India,Corporate,2023-01-20
C08042,Anjali Gupta,55.0,F,Noida,Uttar Pradesh,North India,Retail,2024-05-30
C08043,Sneha Yadav,36.0,F,Noida,Uttar Pradesh,North India,Retail,2022-01-20
C08044,Sunita Iyer,41.0,F,Panipat,Haryana,North India,Retail,2024-03-04
C08045,Sneha Iyer,20.0,F,Lucknow,Uttar Pradesh,North India,Retail,2021-05-22
C08046,Anjali Verma,55.0,F,Bengaluru,Karnataka,South India,Retail,2022-07-11
C08047,Amit Sharma,29.0,F,Thiruvananthapuram,Kerala,South India,Retail,2023-10-07
C08048,Neha Verma,64.0,F,Madurai,Tamil Nadu,South India,Retail,2023-08-20
C08049,Aarti Verma,20.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2023-02-19
C08050,Karan Gupta,43.0,F,Lucknow,Uttar Pradesh,North India,Retail,2022-10-18
C08051,State Police,,Company,Kochi,Kerala,South India,Government,2021-07-27
C08052,Anjali Joshi,51.0,F,Bhopal,Madhya Pradesh,Central India,Retail,2021-08-28
C08053,Raj Sharma,25.0,M,Chennai,Tamil Nadu,South India,Retail,2023-12-20
C08054,Sharma Enterprises Pvt Ltd,,Company,Panaji,Goa,West India,Corporate,2024-12-09
C08055,Raj Patel,34.0,F,Hyderabad,Telangana,South India,Retail,2022-05-04
C08056,Priya Iyer,18.0,F,Ahmedabad,Gujarat,West India,Retail,2021-12-11
C08057,Amit Jain,43.0,M,Hyderabad,Telangana,South India,Retail,2022-09-21
C08058,Riya Shah,57.0,M,Kozhikode,Kerala,South India,Retail,2021-08-18
C08059,Patel University,,Company,Pune,Maharashtra,West India,Education,2021-01-17
C08060,Priya Gupta,53.0,M,Ludhiana,Punjab,North India,Retail,2022-08-14
C08061,Rao International School,,Company,Kolkata,West Bengal,East India,Education,2023-01-09
C08062,Iyer International School,,Company,Kozhikode,Kerala,South India,Education,2024-09-17
C08063,Joshi Industries Pvt Ltd,,Company,New Delhi,Delhi,North India,Corporate,2022-05-09
C08064,Riya Das,59.0,M,Guwahati,Assam,East India,Retail,2021-04-24
C08065,Sneha Rao,64.0,F,Amritsar,Punjab,North India,Retail,2022-03-11
C08066,Arjun Das,48.0,M,Hyderabad,Telangana,South India,Retail,2024-04-29
C08067,Verma Enterprises Pvt Ltd,,Company,Bengaluru,Karnataka,South India,Corporate,2021-10-11
C08068,Anjali Rao,59.0,M,Kozhikode,Kerala,South India,Retail,2022-03-26
C08069,Suresh Kumar,27.0,F,Hyderabad,Telangana,South India,Retail,2022-11-08
C08070,Priya Menon,37.0,F,Gaya,Bihar,East India,Retail,2024-10-07
C08071,Vikram Yadav,50.0,M,Pune,Maharashtra,West India,Retail,2024-03-22
C08072,Kavita Chopra,28.0,F,Bhubaneswar,Odisha,East India,Retail,2022-04-09
C08073,Riya Das,57.0,M,Ludhiana,Punjab,North India,Retail,2024-04-20
C08074,Pooja Bose,56.0,M,New Delhi,Delhi,North India,Retail,2024-06-05
C08075,Anjali Yadav,40.0,F,Visakhapatnam,Andhra Pradesh,South India,Retail,2022-07-07
C08076,Vikram Bose,47.0,M,Kozhikode,Kerala,South India,Retail,2023-09-29
C08077,Riya Shah,34.0,M,Ludhiana,Punjab,North India,Retail,2022-02-20
C08078,Karan Patel,39.0,M,Ahmedabad,Gujarat,West India,Retail,2022-04-20
C08079,Arjun Shah,25.0,M,Guwahati,Assam,East India,Retail,2023-05-11
C08080,Transport Dept,,Company,Panaji,Goa,West India,Government,2022-12-22
C08081,Aarti Rao,57.0,M,Bengaluru,Karnataka,South India,Retail,2024-08-28
C08082,Verma Consulting Pvt Ltd,,Company,Ahmedabad,Gujarat,West India,Corporate,2023-03-21
C08083,Anjali Kumar,31.0,F,Jaipur,Rajasthan,West India,Retail,2024-02-03
C08084,Deepak Reddy,23.0,M,Chandigarh,Punjab,North India,Retail,2022-04-23
C08085,Menon Systems Pvt Ltd,,Company,Ludhiana,Punjab,North India,Corporate,2021-06-20
C08086,Bose Public School,,Company,Hyderabad,Telangana,South India,Education,2024-07-15
C08087,Bose University,,Company,Bengaluru,Karnataka,South India,Education,2024-02-14
C08088,Aarti Bose,44.0,F,Pune,Maharashtra,West India,Retail,2024-01-19
C08089,Iyer Tech Pvt Ltd,,Company,Guwahati,Assam,East India,Corporate,2023-05-30
C08090,Vikram Joshi,23.0,M,Jodhpur,Rajasthan,West India,Retail,2021-02-06
C08091,Deepak Shah,54.0,M,Ahmedabad,Gujarat,West India,Retail,2021-10-27
C08092,Vikram Singh,50.0,F,Margao,Goa,West India,Retail,2022-01-27
C08093,Karan Reddy,18.0,F,Chandigarh,Punjab,North India,Retail,2022-10-24
C08094,Aarti Nair,56.0,M,Margao,Goa,West India,Retail,2021-07-20
C08095,Anjali Das,39.0,M,Howrah,West Bengal,East India,Retail,2023-03-01
C08096,Municipal Corp,,Company,Ahmedabad,Gujarat,West India,Government,2023-05-01
C08097,Dept of Health,,Company,Kochi,Kerala,South India,Government,2024-04-12
C08098,Sunita Singh,30.0,M,Gurugram,Haryana,North India,Retail,2021-11-25
C08099,Priya Reddy,60.0,M,Udaipur,Rajasthan,West India,Retail,2024-02-28
C08100,Aarti Joshi,19.0,F,Bengaluru,Karnataka,South India,Retail,2022-03-12
C08101,Arjun Verma,28.0,M,Ahmedabad,Gujarat,West India,Retail,2022-09-29
C08102,Amit Patel,44.0,M,Ahmedabad,Gujarat,West India,Retail,2023-06-03
C08103,Aarti Verma,53.0,M,Raipur,Chhattisgarh,Central India,Retail,2024-12-30
C08104,Sunita Singh,41.0,M,Mumbai,Maharashtra,West India,Retail,2021-01-12
C08105,Sharma Solutions Pvt Ltd,,Company,Kochi,Kerala,South India,Corporate,2023-09-15
C08106,Transport Dept,,Company,Pune,Maharashtra,West India,Government,2024-10-10
C08107,Kumar Tech Pvt Ltd,,Company,Bengaluru,Karnataka,South India,Corporate,2022-05-09
C08108,Vikram Reddy,56.0,F,Raipur,Chhattisgarh,Central India,Retail,2021-10-13
C08109,Sneha Shah,23.0,F,Ahmedabad,Gujarat,West India,Retail,2023-09-14
C08110,Amit Das,26.0,F,Bhubaneswar,Odisha,East India,Retail,2023-02-02
C08111,Chopra Consulting Pvt Ltd,,Company,Jodhpur,Rajasthan,West India,Corporate,2021-06-20
C08112,Priya Nair,31.0,F,Udaipur,Rajasthan,West India,Retail,2021-01-19
C08113,Rahul Chopra,63.0,F,Margao,Goa,West India,Retail,2022-04-03
C08114,Pooja Nair,52.0,F,Gurugram,Haryana,North India,Retail,2023-12-23
C08115,Vikram Jain,31.0,M,New Delhi,Delhi,North India,Retail,2021-01-13
C08116,Reddy Systems Pvt Ltd,,Company,Hyderabad,Telangana,South India,Corporate,2024-10-09
C08117,Vikram Gupta,26.0,M,Gaya,Bihar,East India,Retail,2022-07-15
C08118,Neha Das,37.0,M,Hyderabad,Telangana,South India,Retail,2021-02-04
C08119,Suresh Jain,18.0,F,Indore,Madhya Pradesh,Central India,Retail,2023-02-20
C08120,Vikram Shah,43.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2024-07-18
C08121,Sharma Academy,,Company,Hyderabad,Telangana,South India,Education,2021-09-13
C08122,Neha Bose,54.0,M,Gwalior,Madhya Pradesh,Central India,Retail,2022-05-25
C08123,Aarti Chopra,18.0,M,Hubli,Karnataka,South India,Retail,2023-03-15
C08124,Sunita Kumar,24.0,F,Vijayawada,Andhra Pradesh,South India,Retail,2023-05-19
C08125,Deepak Nair,53.0,F,Mysuru,Karnataka,South India,Retail,2024-11-15
C08126,Aarti Verma,41.0,M,Vadodara,Gujarat,West India,Retail,2022-01-10
C08127,Anjali Jain,35.0,M,Patna,Bihar,East India,Retail,2022-11-12
C08128,Amit Kumar,60.0,M,Faridabad,Haryana,North India,Retail,2021-03-25
C08129,Riya Gupta,28.0,M,Ahmedabad,Gujarat,West India,Retail,2022-04-26
C08130,Ravi Verma,44.0,F,New Delhi,Delhi,North India,Retail,2022-04-11
C08131,Riya Menon,48.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2023-02-14
C08132,Karan Singh,21.0,M,New Delhi,Delhi,North India,Retail,2021-04-11
C08133,Priya Gupta,19.0,M,Noida,Uttar Pradesh,North India,Retail,2024-07-28
C08134,Iyer Solutions Pvt Ltd,,Company,Ahmedabad,Gujarat,West India,Corporate,2023-10-27
C08135,Riya Kumar,18.0,F,Chennai,Tamil Nadu,South India,Retail,2021-11-27
C08136,Arjun Iyer,52.0,F,Ludhiana,Punjab,North India,Retail,2022-08-07
C08137,Amit Bose,45.0,M,Bengaluru,Karnataka,South India,Retail,2024-07-27
C08138,Riya Reddy,43.0,F,Visakhapatnam,Andhra Pradesh,South India,Retail,2022-05-28
C08139,Pooja Iyer,25.0,F,Vijayawada,Andhra Pradesh,South India,Retail,2021-10-23
C08140,Raj Jain,19.0,M,Dibrugarh,Assam,East India,Retail,2024-03-08
C08141,Riya Nair,31.0,F,Bengaluru,Karnataka,South India,Retail,2024-07-05
C08142,Karan Reddy,38.0,F,New Delhi,Delhi,North India,Retail,2024-08-14
C08143,Vikram Singh,49.0,F,Indore,Madhya Pradesh,Central India,Retail,2021-04-25
C08144,Amit Rao,43.0,F,Amritsar,Punjab,North India,Retail,2024-01-05
C08145,Suresh Bose,46.0,M,Panaji,Goa,West India,Retail,2022-07-05
C08146,Arjun Reddy,65.0,M,Kozhikode,Kerala,South India,Retail,2024-04-10
C08147,Nair Public School,,Company,Kochi,Kerala,South India,Education,2024-08-25
C08148,Sneha Gupta,53.0,M,Noida,Uttar Pradesh,North India,Retail,2023-05-04
C08149,Dept of Health,,Company,Chennai,Tamil Nadu,South India,Government,2022-09-16
C08150,Suresh Sharma,20.0,M,Madurai,Tamil Nadu,South India,Retail,2023-06-08
C08151,Sunita Reddy,23.0,F,New Delhi,Delhi,North India,Retail,2021-06-10
C08152,Sneha Iyer,30.0,F,Bhubaneswar,Odisha,East India,Retail,2022-10-24
C08153,Arjun Shah,42.0,F,Ahmedabad,Gujarat,West India,Retail,2022-07-23
C08154,Ravi Verma,35.0,F,Gurugram,Haryana,North India,Retail,2021-07-16
C08155,Sunita Menon,57.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2023-01-11
C08156,Neha Menon,55.0,F,Margao,Goa,West India,Retail,2024-03-15
C08157,Kavita Menon,60.0,M,Kolkata,West Bengal,East India,Retail,2021-10-13
C08158,Verma Systems Pvt Ltd,,Company,Hyderabad,Telangana,South India,Corporate,2023-12-24
C08159,Riya Shah,48.0,M,Bengaluru,Karnataka,South India,Retail,2023-04-20
C08160,Neha Menon,19.0,M,Nashik,Maharashtra,West India,Retail,2022-01-09
C08161,Anjali Iyer,59.0,F,Guwahati,Assam,East India,Retail,2021-01-15
C08162,Sunita Bose,22.0,M,Noida,Uttar Pradesh,North India,Retail,2022-09-28
C08163,Sunita Gupta,27.0,F,Thiruvananthapuram,Kerala,South India,Retail,2021-05-17
C08164,Vikram Joshi,24.0,F,Ahmedabad,Gujarat,West India,Retail,2022-01-02
C08165,Transport Dept,,Company,Panaji,Goa,West India,Government,2024-04-15
C08166,Arjun Iyer,51.0,M,Bhubaneswar,Odisha,East India,Retail,2024-05-28
C08167,Vikram Menon,39.0,M,Bengaluru,Karnataka,South India,Retail,2021-03-29
C08168,Kumar Public School,,Company,New Delhi,Delhi,North India,Education,2022-07-01
C08169,Karan Nair,40.0,F,Gwalior,Madhya Pradesh,Central India,Retail,2021-05-19
C08170,Pooja Yadav,62.0,M,Ahmedabad,Gujarat,West India,Retail,2021-07-05
C08171,Ravi Gupta,64.0,M,Bengaluru,Karnataka,South India,Retail,2024-07-01
C08172,Sneha Reddy,39.0,M,Hyderabad,Telangana,South India,Retail,2021-10-02
C08173,Anjali Chopra,23.0,M,Chandigarh,Punjab,North India,Retail,2023-01-13
C08174,Das Consulting Pvt Ltd,,Company,Bengaluru,Karnataka,South India,Corporate,2021-01-18
C08175,Suresh Singh,63.0,M,Ahmedabad,Gujarat,West India,Retail,2021-02-05
C08176,Sneha Joshi,37.0,M,Panipat,Haryana,North India,Retail,2024-12-22
C08177,Deepak Joshi,56.0,M,Nagpur,Maharashtra,West India,Retail,2024-01-03
C08178,State Police,,Company,Visakhapatnam,Andhra Pradesh,South India,Government,2022-08-23
C08179,Verma Enterprises Pvt Ltd,,Company,Thiruvananthapuram,Kerala,South India,Corporate,2022-07-30
C08180,Sunita Iyer,24.0,F,Bhubaneswar,Odisha,East India,Retail,2021-05-05
C08181,Suresh Verma,21.0,M,Surat,Gujarat,West India,Retail,2021-08-24
C08182,Singh Enterprises Pvt Ltd,,Company,Kolkata,West Bengal,East India,Corporate,2024-01-13
C08183,Amit Menon,47.0,F,New Delhi,Delhi,North India,Retail,2024-07-05
C08184,Ravi Bose,40.0,M,New Delhi,Delhi,North India,Retail,2024-09-21
C08185,Sunita Chopra,19.0,M,Madurai,Tamil Nadu,South India,Retail,2021-11-04
C08186,Ravi Das,46.0,F,Chandigarh,Punjab,North India,Retail,2022-04-25
C08187,Iyer Enterprises Pvt Ltd,,Company,Panaji,Goa,West India,Corporate,2021-05-31
C08188,Kavita Verma,29.0,M,Faridabad,Haryana,North India,Retail,2023-11-05
C08189,Vikram Verma,61.0,F,New Delhi,Delhi,North India,Retail,2024-05-26
C08190,Kumar Enterprises Pvt Ltd,,Company,Thiruvananthapuram,Kerala,South India,Corporate,2023-04-02
C08191,Singh Industries Pvt Ltd,,Company,Mumbai,Maharashtra,West India,Corporate,2023-08-07
C08192,Aarti Bose,48.0,M,Ahmedabad,Gujarat,West India,Retail,2023-06-27
C08193,Riya Verma,56.0,F,Mysuru,Karnataka,South India,Retail,2022-11-10
C08194,Priya Menon,52.0,F,New Delhi,Delhi,North India,Retail,2022-10-05
C08195,Kavita Sharma,27.0,F,Hyderabad,Telangana,South India,Retail,2021-12-15
C08196,Amit Sharma,25.0,F,Ludhiana,Punjab,North India,Retail,2021-06-02
C08197,Raj Bose,55.0,M,Indore,Madhya Pradesh,Central India,Retail,2022-07-14
C08198,Deepak Patel,38.0,M,Mumbai,Maharashtra,West India,Retail,2023-07-21
C08199,Pooja Joshi,61.0,F,Hyderabad,Telangana,South India,Retail,2022-12-01
C08200,Pooja Jain,60.0,F,Bengaluru,Karnataka,South India,Retail,2022-10-22
C08201,Amit Sharma,42.0,M,Kolkata,West Bengal,East India,Retail,2022-01-29
C08202,Amit Joshi,61.0,F,Bengaluru,Karnataka,South India,Retail,2023-09-07
C08203,Pooja Reddy,47.0,F,New Delhi,Delhi,North India,Retail,2024-01-13
C08204,Arjun Shah,62.0,F,Bengaluru,Karnataka,South India,Retail,2023-03-24
C08205,Gupta University,,Company,Hyderabad,Telangana,South India,Education,2021-03-31
C08206,Chopra Solutions Pvt Ltd,,Company,Raipur,Chhattisgarh,Central India,Corporate,2022-01-10
C08207,Neha Nair,41.0,F,New Delhi,Delhi,North India,Retail,2021-09-27
C08208,Rahul Patel,35.0,F,Margao,Goa,West India,Retail,2022-05-31
C08209,Anjali Verma,44.0,F,Jodhpur,Rajasthan,West India,Retail,2023-12-14
C08210,Arjun Sharma,28.0,M,Gurugram,Haryana,North India,Retail,2021-11-02
C08211,Patel Systems Pvt Ltd,,Company,New Delhi,Delhi,North India,Corporate,2024-04-10
C08212,Amit Kumar,46.0,M,Raipur,Chhattisgarh,Central India,Retail,2022-10-03
C08213,Vikram Singh,25.0,F,Ahmedabad,Gujarat,West India,Retail,2024-09-19
C08214,Neha Verma,48.0,F,Visakhapatnam,Andhra Pradesh,South India,Retail,2024-07-01
C08215,Dept of Health,,Company,Gurugram,Haryana,North India,Government,2021-07-18
C08216,Priya Patel,29.0,F,Panaji,Goa,West India,Retail,2024-06-29
C08217,Aarti Menon,37.0,F,Kochi,Kerala,South India,Retail,2024-08-11
C08218,Karan Sharma,42.0,F,Noida,Uttar Pradesh,North India,Retail,2024-05-27
C08219,Sneha Patel,65.0,F,Vijayawada,Andhra Pradesh,South India,Retail,2024-02-10
C08220,Raj Das,19.0,M,Ahmedabad,Gujarat,West India,Retail,2023-04-09
C08221,Municipal Corp,,Company,Hyderabad,Telangana,South India,Government,2022-05-23
C08222,Neha Patel,41.0,F,Bengaluru,Karnataka,South India,Retail,2022-01-31
C08223,Suresh Chopra,29.0,F,Faridabad,Haryana,North India,Retail,2024-02-25
C08224,Sneha Iyer,32.0,M,Chennai,Tamil Nadu,South India,Retail,2022-02-25
C08225,Pooja Gupta,44.0,M,Panaji,Goa,West India,Retail,2022-03-26
C08226,Deepak Yadav,18.0,F,Panipat,Haryana,North India,Retail,2023-03-02
C08227,Riya Kumar,24.0,F,New Delhi,Delhi,North India,Retail,2024-07-02
C08228,Priya Jain,52.0,F,Kozhikode,Kerala,South India,Retail,2024-02-15
C08229,Dept of Health,,Company,Raipur,Chhattisgarh,Central India,Government,2021-08-06
C08230,Karan Bose,18.0,F,Guwahati,Assam,East India,Retail,2024-07-22
C08231,Pooja Verma,37.0,M,Indore,Madhya Pradesh,Central India,Retail,2023-03-26
C08232,Menon Global Pvt Ltd,,Company,Amritsar,Punjab,North India,Corporate,2021-07-15
C08233,Pooja Bose,31.0,M,Kolkata,West Bengal,East India,Retail,2023-08-31
C08234,Sunita Menon,25.0,F,Panaji,Goa,West India,Retail,2024-04-22
C08235,Sunita Iyer,24.0,F,Bengaluru,Karnataka,South India,Retail,2021-05-12
C08236,Karan Verma,20.0,M,Jodhpur,Rajasthan,West India,Retail,2023-07-01
C08237,Gupta Public School,,Company,Bhubaneswar,Odisha,East India,Education,2024-09-29
C08238,Nair Consulting Pvt Ltd,,Company,Varanasi,Uttar Pradesh,North India,Corporate,2021-02-08
C08239,Arjun Gupta,34.0,M,Noida,Uttar Pradesh,North India,Retail,2024-02-09
C08240,Ravi Yadav,50.0,F,Vijayawada,Andhra Pradesh,South India,Retail,2021-01-20
C08241,Suresh Joshi,44.0,M,Kolkata,West Bengal,East India,Retail,2021-09-17
C08242,Das Global Pvt Ltd,,Company,Guwahati,Assam,East India,Corporate,2022-07-08
C08243,Vikram Chopra,62.0,F,Raipur,Chhattisgarh,Central India,Retail,2023-12-14
C08244,Priya Chopra,56.0,M,Chandigarh,Punjab,North India,Retail,2022-03-17
C08245,Das Systems Pvt Ltd,,Company,Ahmedabad,Gujarat,West India,Corporate,2023-05-12
C08246,Priya Gupta,43.0,M,Chandigarh,Punjab,North India,Retail,2021-01-15
C08247,Aarti Reddy,60.0,F,Noida,Uttar Pradesh,North India,Retail,2022-01-27
C08248,Bose College of Engg,,Company,Bengaluru,Karnataka,South India,Education,2021-11-18
C08249,Reddy Public School,,Company,Kanpur,Uttar Pradesh,North India,Education,2023-06-26
C08250,Arjun Rao,26.0,F,Bhubaneswar,Odisha,East India,Retail,2024-10-14
C08251,Riya Nair,65.0,F,Raipur,Chhattisgarh,Central India,Retail,2021-10-18
C08252,Arjun Kumar,19.0,F,Chennai,Tamil Nadu,South India,Retail,2023-02-26
C08253,Riya Gupta,20.0,M,Panaji,Goa,West India,Retail,2024-06-09
C08254,Amit Patel,40.0,F,Warangal,Telangana,South India,Retail,2021-01-14
C08255,Ravi Shah,22.0,M,Mumbai,Maharashtra,West India,Retail,2023-05-29
C08256,Sneha Rao,61.0,M,Bhilai,Chhattisgarh,Central India,Retail,2023-05-31
C08257,Sneha Chopra,29.0,F,Gurugram,Haryana,North India,Retail,2021-01-21
C08258,Raj Reddy,21.0,F,Bhubaneswar,Odisha,East India,Retail,2024-11-10
C08259,Chopra Public School,,Company,Udaipur,Rajasthan,West India,Education,2023-12-12
C08260,Suresh Yadav,22.0,M,New Delhi,Delhi,North India,Retail,2022-11-04
C08261,Suresh Chopra,24.0,F,Varanasi,Uttar Pradesh,North India,Retail,2023-12-11
C08262,Arjun Kumar,58.0,F,Udaipur,Rajasthan,West India,Retail,2024-12-08
C08263,Riya Bose,19.0,F,Gaya,Bihar,East India,Retail,2022-11-11
C08264,Anjali Iyer,54.0,M,Hyderabad,Telangana,South India,Retail,2021-07-16
C08265,Karan Nair,35.0,M,Chennai,Tamil Nadu,South India,Retail,2022-08-02
C08266,Amit Verma,22.0,F,Pune,Maharashtra,West India,Retail,2021-04-14
C08267,Sneha Bose,45.0,F,Panipat,Haryana,North India,Retail,2024-05-06
C08268,Aarti Patel,64.0,M,Coimbatore,Tamil Nadu,South India,Retail,2023-08-08
C08269,Nair Solutions Pvt Ltd,,Company,Vijayawada,Andhra Pradesh,South India,Corporate,2024-12-14
C08270,Gupta Public School,,Company,Panaji,Goa,West India,Education,2023-04-15
C08271,Riya Das,42.0,F,Surat,Gujarat,West India,Retail,2023-01-13
C08272,Bose University,,Company,Chandigarh,Punjab,North India,Education,2023-08-28
C08273,Anjali Patel,22.0,F,Madurai,Tamil Nadu,South India,Retail,2024-03-02
C08274,Raj Rao,21.0,F,Jaipur,Rajasthan,West India,Retail,2021-10-15
C08275,Karan Patel,29.0,F,Panaji,Goa,West India,Retail,2021-03-06
C08276,Ravi Reddy,59.0,F,Mumbai,Maharashtra,West India,Retail,2022-04-15
C08277,Sneha Singh,45.0,F,Jaipur,Rajasthan,West India,Retail,2023-04-06
C08278,Vikram Joshi,20.0,M,Guwahati,Assam,East India,Retail,2024-12-21
C08279,Vikram Sharma,22.0,M,Mumbai,Maharashtra,West India,Retail,2024-07-27
C08280,Vikram Menon,39.0,F,Varanasi,Uttar Pradesh,North India,Retail,2022-06-05
C08281,Singh College of Engg,,Company,Pune,Maharashtra,West India,Education,2021-05-13
C08282,Joshi Global Pvt Ltd,,Company,Noida,Uttar Pradesh,North India,Corporate,2023-06-04
C08283,Suresh Sharma,34.0,F,Kolkata,West Bengal,East India,Retail,2021-11-16
C08284,Neha Reddy,64.0,F,Gaya,Bihar,East India,Retail,2022-07-21
C08285,Anjali Das,28.0,M,Mumbai,Maharashtra,West India,Retail,2021-06-09
C08286,Ravi Shah,50.0,M,Hyderabad,Telangana,South India,Retail,2021-12-25
C08287,Sneha Bose,65.0,F,Kozhikode,Kerala,South India,Retail,2022-11-06
C08288,Vikram Joshi,21.0,F,Panaji,Goa,West India,Retail,2023-04-21
C08289,Aarti Patel,27.0,M,Hyderabad,Telangana,South India,Retail,2024-12-26
C08290,Ravi Bose,29.0,M,Kozhikode,Kerala,South India,Retail,2024-03-03
C08291,Riya Das,18.0,M,Chennai,Tamil Nadu,South India,Retail,2022-02-21
C08292,Sunita Joshi,27.0,M,Bhubaneswar,Odisha,East India,Retail,2024-06-22
C08293,Priya Shah,61.0,F,Noida,Uttar Pradesh,North India,Retail,2023-07-05
C08294,Anjali Chopra,62.0,M,Guwahati,Assam,East India,Retail,2024-03-24
C08295,Kavita Sharma,39.0,F,Kolkata,West Bengal,East India,Retail,2023-11-11
C08296,Suresh Sharma,56.0,M,New Delhi,Delhi,North India,Retail,2023-01-04
C08297,Gupta Industries Pvt Ltd,,Company,Margao,Goa,West India,Corporate,2023-04-12
C08298,Raj Menon,41.0,M,Mumbai,Maharashtra,West India,Retail,2021-02-21
C08299,Das Enterprises Pvt Ltd,,Company,New Delhi,Delhi,North India,Corporate,2021-11-29
C08300,Sunita Yadav,53.0,F,Kozhikode,Kerala,South India,Retail,2021-01-11
C08301,Vikram Bose,22.0,M,Thiruvananthapuram,Kerala,South India,Retail,2023-08-21
C08302,Karan Das,39.0,F,Gurugram,Haryana,North India,Retail,2021-03-15
C08303,Pooja Jain,22.0,M,Kochi,Kerala,South India,Retail,2021-04-19
C08304,Rao Industries Pvt Ltd,,Company,Bhopal,Madhya Pradesh,Central India,Corporate,2023-12-30
C08305,Riya Yadav,35.0,M,Gaya,Bihar,East India,Retail,2024-07-05
C08306,Sneha Joshi,53.0,F,Amritsar,Punjab,North India,Retail,2022-03-04
C08307,Kavita Gupta,61.0,M,Ludhiana,Punjab,North India,Retail,2021-05-11
C08308,Anjali Reddy,40.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2023-06-03
C08309,Sunita Shah,21.0,F,Mumbai,Maharashtra,West India,Retail,2024-03-13
C08310,Vikram Jain,53.0,M,Bengaluru,Karnataka,South India,Retail,2023-07-24
C08311,Vikram Gupta,33.0,M,Gwalior,Madhya Pradesh,Central India,Retail,2021-05-08
C08312,Karan Bose,25.0,F,Mumbai,Maharashtra,West India,Retail,2022-12-22
C08313,Dept of Health,,Company,Kanpur,Uttar Pradesh,North India,Government,2021-11-18
C08314,Rahul Chopra,65.0,M,Chandigarh,Punjab,North India,Retail,2023-05-10
C08315,Pooja Iyer,32.0,M,Gurugram,Haryana,North India,Retail,2021-02-18
C08316,Vikram Rao,56.0,F,Bengaluru,Karnataka,South India,Retail,2021-07-25
C08317,Pooja Menon,46.0,F,Jodhpur,Rajasthan,West India,Retail,2022-10-03
C08318,Ministry of Education,,Company,Thiruvananthapuram,Kerala,South India,Government,2021-11-15
C08319,Vikram Patel,19.0,M,Gurugram,Haryana,North India,Retail,2021-08-13
C08320,Priya Yadav,65.0,M,Raipur,Chhattisgarh,Central India,Retail,2024-01-14
C08321,Ravi Das,63.0,F,Hyderabad,Telangana,South India,Retail,2021-07-30
C08322,Priya Verma,26.0,M,Gurugram,Haryana,North India,Retail,2023-10-20
C08323,Kumar College of Engg,,Company,Gurugram,Haryana,North India,Education,2024-10-05
C08324,Karan Gupta,63.0,F,Kozhikode,Kerala,South India,Retail,2023-11-07
C08325,Neha Bose,25.0,M,Patna,Bihar,East India,Retail,2024-03-17
C08326,Aarti Rao,62.0,M,Gurugram,Haryana,North India,Retail,2024-04-01
C08327,Kavita Patel,48.0,M,Bengaluru,Karnataka,South India,Retail,2021-06-05
C08328,Amit Singh,36.0,F,Hubli,Karnataka,South India,Retail,2021-03-27
C08329,Sneha Bose,60.0,M,Ahmedabad,Gujarat,West India,Retail,2021-09-18
C08330,Anjali Shah,28.0,F,Indore,Madhya Pradesh,Central India,Retail,2024-07-23
C08331,Yadav Enterprises Pvt Ltd,,Company,Cuttack,Odisha,East India,Corporate,2022-03-04
C08332,Ravi Reddy,29.0,M,Thiruvananthapuram,Kerala,South India,Retail,2021-11-06
C08333,Priya Nair,28.0,F,Chennai,Tamil Nadu,South India,Retail,2023-06-25
C08334,Suresh Gupta,40.0,F,Chennai,Tamil Nadu,South India,Retail,2024-10-10
C08335,Aarti Joshi,41.0,F,Hyderabad,Telangana,South India,Retail,2022-12-18
C08336,Arjun Chopra,58.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2022-03-27
C08337,Ravi Reddy,54.0,F,Gaya,Bihar,East India,Retail,2024-02-11
C08338,Aarti Reddy,22.0,M,Mumbai,Maharashtra,West India,Retail,2021-04-22
C08339,Deepak Bose,24.0,F,Nagpur,Maharashtra,West India,Retail,2021-07-27
C08340,Rahul Gupta,61.0,M,Guwahati,Assam,East India,Retail,2024-08-02
C08341,Ravi Gupta,24.0,M,Ahmedabad,Gujarat,West India,Retail,2023-06-15
C08342,Rahul Shah,36.0,F,New Delhi,Delhi,North India,Retail,2021-06-04
C08343,Aarti Nair,53.0,M,Chennai,Tamil Nadu,South India,Retail,2021-04-28
C08344,Vikram Gupta,31.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2023-02-14
C08345,Nair Solutions Pvt Ltd,,Company,Chandigarh,Punjab,North India,Corporate,2022-03-08
C08346,Vikram Sharma,37.0,F,Chennai,Tamil Nadu,South India,Retail,2023-01-07
C08347,Kavita Menon,47.0,M,Thiruvananthapuram,Kerala,South India,Retail,2021-11-04
