Customer Unique ID,Customer Name,Product Name,Category,Serial No,Expiry Date,Original Stock Purchase Date,Purchase Date,MRP (INR),Price Paid (INR),Discount (%),Supplier Company,Supplier Email,Payment Method,Warranty Period (months),Product Condition,Shipping Address,Customer Email,Contact Number,Order Status,Return Eligibility,Notes
CUST04389,Rajeev Bansal,Sunfeast Marie Light 200g,Grocery,SUNF421053,2025-08-14,2024-08-19,2024-09-21,35,32.66,6.7,ITC Ltd.,care@itc.in,Debit Card,0,New,"232 Example Rd, Ahmedabad, GJ",rajeev.bansal@email.com,8607528831,Cancelled,No,Store in cool dry place
CUST04390,Gaurav Mishra,Parachute Coconut Oil 500ml,Personal Care,PARA438710,2026-08-11,2024-08-21,2024-09-29,97,86.62,10.7,Marico Ltd.,marico@support.com,Net Banking,0,New,"453 Example Rd, Delhi, DL",gaurav.mishra@email.com,8097932908,Delivered,Yes,For external use only
CUST04391,Rani Sen,Crompton Ceiling Fan,Home Appliances,CROM463152,,2024-06-27,2024-07-26,1805,1541.47,14.6,Crompton Greaves,support@crompton.co.in,Credit Card,24,New,"356 Example Rd, Vadodara, GJ",rani.sen@email.com,9636903870,Delivered,Yes,N/A
CUST04392,Rahul Sharma,Tanishq Gold Ring,Jewellery,TANI220522,,2024-09-10,2024-10-16,25724,23331.67,9.3,Titan Company Ltd.,orders@titan.co.in,Cash,12,New,"183 Example Rd, Jaipur, RJ",rahul.sharma@email.com,8030203147,Processing,No,N/A
CUST04393,Priyanka Verma,Prestige Pressure Cooker 5L,Home Appliances,PRES742827,,2025-02-12,2025-03-18,2254,2064.66,8.4,TTK Prestige Ltd.,support@ttkprestige.com,Debit Card,60,New,"153 Example Rd, Kolkata, WB",priyanka.verma@email.com,7223435959,Processing,No,N/A
CUST04394,Priyanka Verma,Philips Trimmer QT4001,Electronics,PHIL447160,,2025-04-12,2025-04-19,1436,1351.28,5.9,Philips India Ltd.,contact@philips.co.in,Credit Card,24,New,"541 Example Rd, Lucknow, UP",priyanka.verma@email.com,8488362378,Delivered,Yes,Handle with care
CUST04395,Gaurav Mishra,Parachute Coconut Oil 500ml,Personal Care,PARA664786,2027-04-24,2025-05-04,2025-06-11,81,69.17,14.6,Marico Ltd.,marico@support.com,UPI,0,New,"358 Example Rd, Chennai, TN",gaurav.mishra@email.com,9932153565,Processing,No,For external use only
CUST04396,Rajeev Bansal,Fogg Body Spray 120ml,Personal Care,FOGG319585,2027-05-10,2025-05-20,2025-06-28,192,169.92,11.5,Vini Cosmetics,support@foggspray.com,Debit Card,0,New,"796 Example Rd, Pune, MH",rajeev.bansal@email.com,7934378998,Delivered,Yes,For external use only
CUST04397,Sunita Iyer,Prestige Pressure Cooker 5L,Home Appliances,PRES892639,,2025-01-16,2025-01-28,2164,2034.16,6.0,TTK Prestige Ltd.,support@ttkprestige.com,Debit Card,60,New,"57 Example Rd, Kochi, KL",sunita.iyer@email.com,7862111045,Delivered,Yes,N/A
CUST04398,Harshita Sinha,Tata Salt 1kg,Grocery,TATA347403,2026-02-24,2025-03-01,2025-04-17,25,21.85,12.6,Tata Chemicals Ltd.,customercare@tatachemicals.com,Cash,0,New,"86 Example Rd, Vadodara, GJ",harshita.sinha@email.com,7971251084,Cancelled,No,Store in cool dry place
CUST04399,Gaurav Mishra,Himalaya Neem Face Wash 150ml,Personal Care,HIMA948685,2026-10-23,2025-05-01,2025-06-07,146,125.41,14.1,Himalaya Wellness,info@himalayawellness.com,Net Banking,0,New,"323 Example Rd, Jaipur, RJ",gaurav.mishra@email.com,8913575301,Processing,No,For external use only
CUST04400,Kavita Nair,Sunfeast Marie Light 200g,Grocery,SUNF101031,2026-02-12,2025-02-17,2025-04-07,29,27.14,6.4,ITC Ltd.,care@itc.in,Cash,0,New,"13 Example Rd, Nagpur, MH",kavita.nair@email.com,7101110420,Shipped,No,Store in cool dry place
CUST04401,Kavita Nair,Crompton Ceiling Fan,Home Appliances,CROM727759,,2024-08-01,2024-08-13,2211,1932.41,12.6,Crompton Greaves,support@crompton.co.in,UPI,24,New,"711 Example Rd, Jaipur, RJ",kavita.nair@email.com,7682629606,Delivered,Yes,N/A
CUST04402,Ananya Singh,Tata Salt 1kg,Grocery,TATA156068,2026-04-19,2025-04-24,2025-06-08,28,26.07,6.9,Tata Chemicals Ltd.,customercare@tatachemicals.com,Wallet,0,New,"996 Example Rd, Kanpur, UP",ananya.singh@email.com,7987122742,Cancelled,No,Store in cool dry place
CUST04403,Rajeev Bansal,Parachute Coconut Oil 500ml,Personal Care,PARA570694,2027-04-22,2025-05-02,2025-05-31,119,99.96,16.0,Marico Ltd.,marico@support.com,Net Banking,0,New,"719 Example Rd, Vadodara, GJ",rajeev.bansal@email.com,8348812877,Delivered,Yes,For external use only
CUST04404,Amitabh Das,Syska LED Bulb 12W,Electronics,SYSK129934,2027-09-17,2024-10-02,2024-10-26,157,130.15,17.1,Syska LED,support@syska.co.in,Credit Card,12,New,"858 Example Rd, Chennai, TN",amitabh.das@email.com,8669012216,Delivered,Yes,Handle with care
CUST04405,Deepak Joshi,Samsung Galaxy M32,Electronics,SAMS544718,,2024-10-10,2024-11-12,16111,13452.68,16.5,Samsung India,support@samsung.com,Net Banking,24,New,"744 Example Rd, Hyderabad, TS",deepak.joshi@email.com,9403188130,Shipped,No,Handle with care
CUST04406,Sneha Reddy,Fogg Body Spray 120ml,Personal Care,FOGG294970,2027-02-07,2025-02-17,2025-04-02,247,191.18,22.6,Vini Cosmetics,support@foggspray.com,Debit Card,0,New,"622 Example Rd, Indore, MP",sneha.reddy@email.com,7545465679,Cancelled,No,For external use only
CUST04407,Shweta Pandit,Samsung Galaxy M32,Electronics,SAMS494839,,2025-01-06,2025-02-18,14980,12328.54,17.7,Samsung India,support@samsung.com,Wallet,24,New,"240 Example Rd, Noida, UP",shweta.pandit@email.com,7191048176,Processing,No,Handle with care
CUST04408,Meena Kumari,Mi Smart Band 5,Electronics,MI S480768,,2025-02-21,2025-03-17,2373,1910.26,19.5,Xiaomi India,service.in@xiaomi.com,Wallet,12,New,"55 Example Rd, Kanpur, UP",meena.kumari@email.com,9167930300,Delivered,Yes,Handle with care
CUST04409,Harshita Sinha,Sunfeast Marie Light 200g,Grocery,SUNF649015,2025-08-10,2024-08-15,2024-08-27,32,29.57,7.6,ITC Ltd.,care@itc.in,Wallet,0,New,"279 Example Rd, Vadodara, GJ",harshita.sinha@email.com,8091142554,Delivered,Yes,Store in cool dry place
CUST04410,Shweta Pandit,Himalaya Neem Face Wash 150ml,Personal Care,HIMA508531,2026-01-27,2024-08-05,2024-08-12,178,139.55,21.6,Himalaya Wellness,info@himalayawellness.com,Cash,0,New,"414 Example Rd, Kanpur, UP",shweta.pandit@email.com,8591345589,Shipped,No,For external use only
CUST04411,Ananya Singh,Britannia Marie Gold 250g,Grocery,BRIT803964,2025-07-20,2024-07-25,2024-08-01,30,25.74,14.2,Britannia Industries,care@britindia.com,UPI,0,New,"109 Example Rd, Vadodara, GJ",ananya.singh@email.com,7208018365,Cancelled,No,Store in cool dry place
CUST04412,Gaurav Mishra,Prestige Pressure Cooker 5L,Home Appliances,PRES816522,,2025-04-22,2025-05-03,2087,1757.25,15.8,TTK Prestige Ltd.,support@ttkprestige.com,Net Banking,60,New,"486 Example Rd, Jaipur, RJ",gaurav.mishra@email.com,8916854184,Shipped,No,N/A
CUST04413,Rajeev Bansal,Britannia Marie Gold 250g,Grocery,BRIT205338,2026-03-02,2025-03-07,2025-03-13,32,28.42,11.2,Britannia Industries,care@britindia.com,Debit Card,0,New,"389 Example Rd, Kochi, KL",rajeev.bansal@email.com,7461052373,Processing,No,Store in cool dry place
CUST04414,Ananya Singh,Prestige Pressure Cooker 5L,Home Appliances,PRES832162,,2024-08-12,2024-09-16,1962,1746.18,11.0,TTK Prestige Ltd.,support@ttkprestige.com,Debit Card,60,New,"844 Example Rd, Pune, MH",ananya.singh@email.com,7965195690,Shipped,No,N/A
CUST04415,Ananya Singh,Britannia Marie Gold 250g,Grocery,BRIT797633,2025-11-22,2024-11-27,2024-12-10,35,31.99,8.6,Britannia Industries,care@britindia.com,Credit Card,0,New,"277 Example Rd, Kolkata, WB",ananya.singh@email.com,8723846972,Processing,No,Store in cool dry place
CUST04416,Rahul Sharma,Amul Gold Milk 1L,Grocery,AMUL690425,2024-12-01,2024-09-02,2024-10-10,80,73.2,8.5,Amul,contact@amul.coop,Net Banking,0,New,"851 Example Rd, Hyderabad, TS",rahul.sharma@email.com,9170661652,Cancelled,No,Store in cool dry place
CUST04417,Nidhi Chawla,Dabur Honey 500g,Grocery,DABU250509,2026-06-22,2024-07-02,2024-07-17,191,145.92,23.6,Dabur India Ltd.,order@dabur.com,Net Banking,0,New,"889 Example Rd, Kochi, KL",nidhi.chawla@email.com,9562094670,Shipped,No,Store in cool dry place
CUST04418,Rani Sen,Britannia Marie Gold 250g,Grocery,BRIT609376,2025-08-11,2024-08-16,2024-09-18,33,28.61,13.3,Britannia Industries,care@britindia.com,Debit Card,0,New,"613 Example Rd, Ahmedabad, GJ",rani.sen@email.com,9556014703,Processing,No,Store in cool dry place
CUST04419,Arjun Gupta,Fogg Body Spray 120ml,Personal Care,FOGG245219,2026-10-19,2024-10-29,2024-11-13,227,195.22,14.0,Vini Cosmetics,support@foggspray.com,Credit Card,0,New,"252 Example Rd, Kanpur, UP",arjun.gupta@email.com,7587171243,Processing,No,For external use only
CUST04420,Rajeev Bansal,Samsung Galaxy M32,Electronics,SAMS383629,,2025-01-04,2025-02-23,14117,12451.19,11.8,Samsung India,support@samsung.com,Credit Card,24,New,"862 Example Rd, Nagpur, MH",rajeev.bansal@email.com,9765707133,Cancelled,No,Handle with care
CUST04421,Rajeev Bansal,Bajaj LED Bulb 9W,Electronics,BAJA226474,2028-04-01,2025-04-17,2025-05-16,118,105.73,10.4,Bajaj Electricals Ltd.,sales@bajajelectricals.com,Net Banking,12,New,"713 Example Rd, Bhopal, MP",rajeev.bansal@email.com,7413841600,Cancelled,No,Handle with care
CUST04422,Amitabh Das,Philips Trimmer QT4001,Electronics,PHIL908125,,2025-02-22,2025-04-12,1268,1160.22,8.5,Philips India Ltd.,contact@philips.co.in,Wallet,24,New,"108 Example Rd, Kolkata, WB",amitabh.das@email.com,7439343803,Shipped,No,Handle with care
CUST04423,Kavita Nair,Mi Smart Band 5,Electronics,MI S894865,,2025-04-26,2025-06-04,2110,1972.85,6.5,Xiaomi India,service.in@xiaomi.com,Cash,12,New,"961 Example Rd, Vadodara, GJ",kavita.nair@email.com,9455620377,Delivered,Yes,Handle with care
CUST04424,Amitabh Das,Fogg Body Spray 120ml,Personal Care,FOGG373234,2027-01-13,2025-01-23,2025-02-08,249,192.97,22.5,Vini Cosmetics,support@foggspray.com,Credit Card,0,New,"529 Example Rd, Pune, MH",amitabh.das@email.com,9403186495,Cancelled,No,For external use only
CUST04425,Meena Kumari,Philips Trimmer QT4001,Electronics,PHIL502709,,2024-07-10,2024-08-29,1341,1173.38,12.5,Philips India Ltd.,contact@philips.co.in,UPI,24,New,"828 Example Rd, Hyderabad, TS",meena.kumari@email.com,8492129630,Delivered,Yes,Handle with care
CUST04426,Harshita Sinha,Dabur Honey 500g,Grocery,DABU857237,2027-01-17,2025-01-27,2025-02-08,199,187.06,6.0,Dabur India Ltd.,order@dabur.com,Credit Card,0,New,"996 Example Rd, Surat, GJ",harshita.sinha@email.com,7029044508,Delivered,Yes,Store in cool dry place
CUST04427,Rahul Sharma,Amul Gold Milk 1L,Grocery,AMUL426427,2025-06-08,2025-03-10,2025-03-30,63,54.68,13.2,Amul,contact@amul.coop,Debit Card,0,New,"512 Example Rd, Guwahati, AS",rahul.sharma@email.com,7290226132,Cancelled,No,Store in cool dry place
CUST04428,Ananya Singh,Mi Smart Band 5,Electronics,MI S364203,,2025-04-03,2025-04-30,2019,1821.14,9.8,Xiaomi India,service.in@xiaomi.com,UPI,12,New,"762 Example Rd, Lucknow, UP",ananya.singh@email.com,8795794671,Delivered,Yes,Handle with care
CUST04429,Meena Kumari,Mi Smart Band 5,Electronics,MI S139096,,2024-08-11,2024-09-30,2221,1823.44,17.9,Xiaomi India,service.in@xiaomi.com,Cash,12,New,"316 Example Rd, Bhopal, MP",meena.kumari@email.com,7350671656,Processing,No,Handle with care
CUST04430,Kavita Nair,Amul Gold Milk 1L,Grocery,AMUL346285,2025-02-25,2024-11-27,2025-01-06,74,65.93,10.9,Amul,contact@amul.coop,Cash,0,New,"298 Example Rd, Hyderabad, TS",kavita.nair@email.com,7859659405,Cancelled,No,Store in cool dry place
CUST04431,Ananya Singh,Godrej Expert Hair Colour,Personal Care,GODR299217,2025-06-21,2024-06-26,2024-08-07,42,35.49,15.5,Godrej Consumer Products Ltd.,info@godrejcp.com,Wallet,0,New,"397 Example Rd, Delhi, DL",ananya.singh@email.com,9193762878,Processing,No,For external use only
CUST04432,Rohit Mehra,Mi Smart Band 5,Electronics,MI S207804,,2025-05-21,2025-06-24,2418,2268.08,6.2,Xiaomi India,service.in@xiaomi.com,Wallet,12,New,"899 Example Rd, Chennai, TN",rohit.mehra@email.com,9640209832,Delivered,Yes,Handle with care
CUST04433,Arjun Gupta,Crompton Ceiling Fan,Home Appliances,CROM554560,,2024-11-13,2024-12-11,2048,1697.79,17.1,Crompton Greaves,support@crompton.co.in,Wallet,24,New,"581 Example Rd, Surat, GJ",arjun.gupta@email.com,7564415455,Processing,No,N/A
CUST04434,Nidhi Chawla,Amul Gold Milk 1L,Grocery,AMUL322141,2025-02-09,2024-11-11,2024-11-30,71,56.45,20.5,Amul,contact@amul.coop,UPI,0,New,"810 Example Rd, Guwahati, AS",nidhi.chawla@email.com,7196441124,Shipped,No,Store in cool dry place
CUST04435,Vikram Patel,Patanjali Ghee 1L,Grocery,PATA411469,2026-01-23,2025-01-28,2025-03-09,491,385.44,21.5,Patanjali Ayurved,support@patanjaliayurved.org,Debit Card,0,New,"693 Example Rd, Jaipur, RJ",vikram.patel@email.com,7034445883,Processing,No,Store in cool dry place
CUST04436,Sneha Reddy,Dettol Handwash 200ml,Personal Care,DETT840899,2026-08-11,2024-08-21,2024-09-18,74,66.75,9.8,Reckitt Benckiser,contact@reckitt.com,Credit Card,0,New,"434 Example Rd, Kolkata, WB",sneha.reddy@email.com,8533696149,Processing,No,For external use only
CUST04437,Harshita Sinha,Bajaj LED Bulb 9W,Electronics,BAJA254028,2027-10-19,2024-11-03,2024-12-18,124,105.15,15.2,Bajaj Electricals Ltd.,sales@bajajelectricals.com,Credit Card,12,New,"406 Example Rd, Kanpur, UP",harshita.sinha@email.com,8962428890,Cancelled,No,Handle with care
CUST04438,Deepak Joshi,Fogg Body Spray 120ml,Personal Care,FOGG310910,2027-03-30,2025-04-09,2025-04-27,221,175.47,20.6,Vini Cosmetics,support@foggspray.com,Net Banking,0,New,"726 Example Rd, Kanpur, UP",deepak.joshi@email.com,7875420321,Shipped,No,For external use only
CUST04439,Sunita Iyer,Bajaj LED Bulb 9W,Electronics,BAJA417844,2027-07-23,2024-08-07,2024-09-11,91,83.54,8.2,Bajaj Electricals Ltd.,sales@bajajelectricals.com,UPI,12,New,"137 Example Rd, Kochi, KL",sunita.iyer@email.com,8717440169,Shipped,No,Handle with care
CUST04440,Amitabh Das,Fogg Body Spray 120ml,Personal Care,FOGG480706,2026-09-07,2024-09-17,2024-10-12,217,170.13,21.6,Vini Cosmetics,support@foggspray.com,Net Banking,0,New,"87 Example Rd, Kanpur, UP",amitabh.das@email.com,9169308643,Cancelled,No,For external use only
CUST04441,Kavita Nair,Patanjali Ghee 1L,Grocery,PATA650726,2025-12-17,2024-12-22,2024-12-27,541,509.08,5.9,Patanjali Ayurved,support@patanjaliayurved.org,UPI,0,New,"995 Example Rd, Pune, MH",kavita.nair@email.com,7023300824,Shipped,No,Store in cool dry place
CUST04442,Priyanka Verma,Himalaya Neem Face Wash 150ml,Personal Care,HIMA187079,2026-01-30,2024-08-08,2024-09-27,196,176.2,10.1,Himalaya Wellness,info@himalayawellness.com,UPI,0,New,"997 Example Rd, Surat, GJ",priyanka.verma@email.com,8052115369,Processing,No,For external use only
CUST04443,Rohit Mehra,Prestige Pressure Cooker 5L,Home Appliances,PRES920043,,2024-07-09,2024-07-29,2175,1940.1,10.8,TTK Prestige Ltd.,support@ttkprestige.com,UPI,60,New,"797 Example Rd, Mumbai, MH",rohit.mehra@email.com,8412554744,Delivered,Yes,N/A
CUST04444,Suresh Rao,Fogg Body Spray 120ml,Personal Care,FOGG758206,2027-02-23,2025-03-05,2025-04-03,222,210.46,5.2,Vini Cosmetics,support@foggspray.com,Net Banking,0,New,"960 Example Rd, Delhi, DL",suresh.rao@email.com,7942880649,Delivered,Yes,For external use only
CUST04445,Shweta Pandit,Patanjali Ghee 1L,Grocery,PATA683184,2026-02-24,2025-03-01,2025-03-23,507,420.3,17.1,Patanjali Ayurved,support@patanjaliayurved.org,Credit Card,0,New,"785 Example Rd, Bangalore, KA",shweta.pandit@email.com,8112615389,Processing,No,Store in cool dry place
CUST04446,Harshita Sinha,Dettol Handwash 200ml,Personal Care,DETT617580,2026-12-28,2025-01-07,2025-02-19,57,53.52,6.1,Reckitt Benckiser,contact@reckitt.com,UPI,0,New,"339 Example Rd, Kanpur, UP",harshita.sinha@email.com,7020971215,Shipped,No,For external use only
CUST04447,Kavita Nair,Mi Smart Band 5,Electronics,MI S118434,,2025-03-21,2025-03-26,2318,1784.86,23.0,Xiaomi India,service.in@xiaomi.com,Wallet,12,New,"731 Example Rd, Bhopal, MP",kavita.nair@email.com,8876751967,Delivered,Yes,Handle with care
CUST04448,Deepak Joshi,Colgate Toothpaste 200g,Personal Care,COLG393445,2026-12-05,2024-12-15,2025-01-22,104,97.34,6.4,Colgate-Palmolive India,care@colpal.com,Credit Card,0,New,"586 Example Rd, Guwahati, AS",deepak.joshi@email.com,9890664966,Delivered,Yes,For external use only
CUST04449,Sneha Reddy,Godrej Expert Hair Colour,Personal Care,GODR688071,2025-10-14,2024-10-19,2024-11-15,34,28.08,17.4,Godrej Consumer Products Ltd.,info@godrejcp.com,Cash,0,New,"136 Example Rd, Indore, MP",sneha.reddy@email.com,8205274328,Processing,No,For external use only
CUST04450,Rani Sen,Godrej Expert Hair Colour,Personal Care,GODR307014,2026-03-25,2025-03-30,2025-03-31,44,34.41,21.8,Godrej Consumer Products Ltd.,info@godrejcp.com,Debit Card,0,New,"656 Example Rd, Kolkata, WB",rani.sen@email.com,8853743154,Cancelled,No,For external use only
CUST04451,Amitabh Das,Crompton Ceiling Fan,Home Appliances,CROM164640,,2024-09-24,2024-11-07,1909,1615.01,15.4,Crompton Greaves,support@crompton.co.in,UPI,24,New,"302 Example Rd, Vadodara, GJ",amitabh.das@email.com,7670485364,Delivered,Yes,N/A
CUST04452,Kavita Nair,Himalaya Neem Face Wash 150ml,Personal Care,HIMA630696,2026-03-17,2024-09-23,2024-10-31,155,132.68,14.4,Himalaya Wellness,info@himalayawellness.com,Credit Card,0,New,"552 Example Rd, Surat, GJ",kavita.nair@email.com,8417343915,Shipped,No,For external use only
CUST04453,Rohit Mehra,Sunfeast Marie Light 200g,Grocery,SUNF326504,2025-12-20,2024-12-25,2025-02-12,25,21.25,15.0,ITC Ltd.,care@itc.in,UPI,0,New,"684 Example Rd, Pune, MH",rohit.mehra@email.com,9173663486,Cancelled,No,Store in cool dry place
CUST04454,Priyanka Verma,Colgate Toothpaste 200g,Personal Care,COLG790435,2026-11-08,2024-11-18,2024-12-25,87,77.78,10.6,Colgate-Palmolive India,care@colpal.com,Debit Card,0,New,"950 Example Rd, Delhi, DL",priyanka.verma@email.com,7535058261,Cancelled,No,For external use only
CUST04455,Shweta Pandit,Britannia Marie Gold 250g,Grocery,BRIT164587,2025-07-17,2024-07-22,2024-08-31,42,35.83,14.7,Britannia Industries,care@britindia.com,UPI,0,New,"448 Example Rd, Jaipur, RJ",shweta.pandit@email.com,8211999031,Delivered,Yes,Store in cool dry place
CUST04456,Rajeev Bansal,Fogg Body Spray 120ml,Personal Care,FOGG773326,2027-02-19,2025-03-01,2025-03-06,228,176.24,22.7,Vini Cosmetics,support@foggspray.com,Debit Card,0,New,"835 Example Rd, Pune, MH",rajeev.bansal@email.com,7926497063,Cancelled,No,For external use only
CUST04457,Arjun Gupta,Samsung Galaxy M32,Electronics,SAMS935594,,2024-12-24,2025-01-16,14045,12134.88,13.6,Samsung India,support@samsung.com,Credit Card,24,New,"360 Example Rd, Mumbai, MH",arjun.gupta@email.com,9385730249,Cancelled,No,Handle with care
CUST04458,Suresh Rao,Colgate Toothpaste 200g,Personal Care,COLG710022,2026-11-14,2024-11-24,2024-11-25,82,68.8,16.1,Colgate-Palmolive India,care@colpal.com,Wallet,0,New,"434 Example Rd, Kolkata, WB",suresh.rao@email.com,8395032878,Processing,No,For external use only
CUST04459,Deepak Joshi,Samsung Galaxy M32,Electronics,SAMS719387,,2024-10-08,2024-10-31,16524,13962.78,15.5,Samsung India,support@samsung.com,Net Banking,24,New,"814 Example Rd, Kochi, KL",deepak.joshi@email.com,9634982984,Processing,No,Handle with care
CUST04460,Shweta Pandit,Prestige Pressure Cooker 5L,Home Appliances,PRES723228,,2025-04-25,2025-05-12,1900,1727.1,9.1,TTK Prestige Ltd.,support@ttkprestige.com,Net Banking,60,New,"418 Example Rd, Nagpur, MH",shweta.pandit@email.com,7117366620,Delivered,Yes,N/A
CUST04461,Gaurav Mishra,Dabur Honey 500g,Grocery,DABU706459,2027-03-30,2025-04-09,2025-04-13,207,161.67,21.9,Dabur India Ltd.,order@dabur.com,Cash,0,New,"738 Example Rd, Bhopal, MP",gaurav.mishra@email.com,7066385157,Processing,No,Store in cool dry place
CUST04462,Gaurav Mishra,Patanjali Ghee 1L,Grocery,PATA515714,2025-10-03,2024-10-08,2024-11-20,499,470.56,5.7,Patanjali Ayurved,support@patanjaliayurved.org,Net Banking,0,New,"721 Example Rd, Hyderabad, TS",gaurav.mishra@email.com,9500104746,Processing,No,Store in cool dry place
CUST04463,Shweta Pandit,Philips Trimmer QT4001,Electronics,PHIL548218,,2024-11-17,2024-12-02,1507,1247.8,17.2,Philips India Ltd.,contact@philips.co.in,UPI,24,New,"182 Example Rd, Bhopal, MP",shweta.pandit@email.com,9369104448,Cancelled,No,Handle with care
CUST04464,Ananya Singh,Prestige Pressure Cooker 5L,Home Appliances,PRES438768,,2025-04-25,2025-05-28,2396,2266.62,5.4,TTK Prestige Ltd.,support@ttkprestige.com,Wallet,60,New,"207 Example Rd, Lucknow, UP",ananya.singh@email.com,8152644768,Cancelled,No,N/A
CUST04465,Arjun Gupta,Prestige Pressure Cooker 5L,Home Appliances,PRES331401,,2024-10-23,2024-11-20,2500,2280.0,8.8,TTK Prestige Ltd.,support@ttkprestige.com,Cash,60,New,"963 Example Rd, Lucknow, UP",arjun.gupta@email.com,8341094599,Cancelled,No,N/A
CUST04466,Shweta Pandit,Dettol Handwash 200ml,Personal Care,DETT249439,2026-09-05,2024-09-15,2024-09-20,70,53.97,22.9,Reckitt Benckiser,contact@reckitt.com,Debit Card,0,New,"379 Example Rd, Mumbai, MH",shweta.pandit@email.com,9211959431,Cancelled,No,For external use only
CUST04467,Arjun Gupta,Syska LED Bulb 12W,Electronics,SYSK527469,2027-08-27,2024-09-11,2024-10-26,179,143.02,20.1,Syska LED,support@syska.co.in,UPI,12,New,"896 Example Rd, Chennai, TN",arjun.gupta@email.com,7980125597,Processing,No,Handle with care
CUST04468,Deepak Joshi,Godrej Expert Hair Colour,Personal Care,GODR442479,2025-09-29,2024-10-04,2024-10-05,47,38.96,17.1,Godrej Consumer Products Ltd.,info@godrejcp.com,Debit Card,0,New,"314 Example Rd, Delhi, DL",deepak.joshi@email.com,7836197677,Cancelled,No,For external use only
CUST04469,Priyanka Verma,Syska LED Bulb 12W,Electronics,SYSK750732,2028-05-06,2025-05-22,2025-07-08,169,135.37,19.9,Syska LED,support@syska.co.in,Cash,12,New,"815 Example Rd, Chennai, TN",priyanka.verma@email.com,8964204606,Delivered,Yes,Handle with care
CUST04470,Arjun Gupta,Prestige Pressure Cooker 5L,Home Appliances,PRES980169,,2024-08-21,2024-09-07,2134,1811.77,15.1,TTK Prestige Ltd.,support@ttkprestige.com,Net Banking,60,New,"903 Example Rd, Bangalore, KA",arjun.gupta@email.com,8847560398,Shipped,No,N/A
CUST04471,Harshita Sinha,Bajaj LED Bulb 9W,Electronics,BAJA810251,2027-07-23,2024-08-07,2024-08-27,117,90.32,22.8,Bajaj Electricals Ltd.,sales@bajajelectricals.com,UPI,12,New,"510 Example Rd, Kochi, KL",harshita.sinha@email.com,8098218306,Processing,No,Handle with care
CUST04472,Kavita Nair,Samsung Galaxy M32,Electronics,SAMS233474,,2024-06-21,2024-07-02,14881,12693.49,14.7,Samsung India,support@samsung.com,Net Banking,24,New,"731 Example Rd, Bangalore, KA",kavita.nair@email.com,7120138767,Processing,No,Handle with care
CUST04473,Harshita Sinha,Dabur Honey 500g,Grocery,DABU798205,2027-01-09,2025-01-19,2025-01-29,197,156.42,20.6,Dabur India Ltd.,order@dabur.com,UPI,0,New,"993 Example Rd, Guwahati, AS",harshita.sinha@email.com,7944332942,Processing,No,Store in cool dry place
CUST04474,Priyanka Verma,Crompton Ceiling Fan,Home Appliances,CROM430670,,2025-04-13,2025-05-30,2363,1791.15,24.2,Crompton Greaves,support@crompton.co.in,Net Banking,24,New,"951 Example Rd, Kanpur, UP",priyanka.verma@email.com,9547845760,Cancelled,No,N/A
CUST04475,Amitabh Das,Parachute Coconut Oil 500ml,Personal Care,PARA940741,2026-07-01,2024-07-11,2024-08-28,94,77.46,17.6,Marico Ltd.,marico@support.com,Debit Card,0,New,"202 Example Rd, Chennai, TN",amitabh.das@email.com,7549444781,Delivered,Yes,For external use only
CUST04476,Shweta Pandit,Parachute Coconut Oil 500ml,Personal Care,PARA321488,2026-11-15,2024-11-25,2024-12-08,92,82.71,10.1,Marico Ltd.,marico@support.com,Wallet,0,New,"173 Example Rd, Lucknow, UP",shweta.pandit@email.com,8303842861,Processing,No,For external use only
CUST04477,Harshita Sinha,Parachute Coconut Oil 500ml,Personal Care,PARA662105,2026-07-05,2024-07-15,2024-08-14,114,105.91,7.1,Marico Ltd.,marico@support.com,Credit Card,0,New,"6 Example Rd, Jaipur, RJ",harshita.sinha@email.com,8491185342,Shipped,No,For external use only
CUST04478,Deepak Joshi,Philips Trimmer QT4001,Electronics,PHIL870288,,2025-02-18,2025-04-06,1423,1099.98,22.7,Philips India Ltd.,contact@philips.co.in,UPI,24,New,"394 Example Rd, Delhi, DL",deepak.joshi@email.com,8379893032,Cancelled,No,Handle with care
CUST04479,Deepak Joshi,Philips Trimmer QT4001,Electronics,PHIL667049,,2024-09-10,2024-10-12,1399,1264.7,9.6,Philips India Ltd.,contact@philips.co.in,Debit Card,24,New,"278 Example Rd, Nagpur, MH",deepak.joshi@email.com,7498721802,Processing,No,Handle with care
CUST04480,Kavita Nair,Crompton Ceiling Fan,Home Appliances,CROM748254,,2025-01-31,2025-03-19,1878,1600.06,14.8,Crompton Greaves,support@crompton.co.in,Debit Card,24,New,"745 Example Rd, Ahmedabad, GJ",kavita.nair@email.com,7586235063,Shipped,No,N/A
CUST04481,Arjun Gupta,Colgate Toothpaste 200g,Personal Care,COLG375936,2026-10-29,2024-11-08,2024-11-09,90,84.96,5.6,Colgate-Palmolive India,care@colpal.com,UPI,0,New,"129 Example Rd, Kolkata, WB",arjun.gupta@email.com,7331789403,Processing,No,For external use only
